gelukm;gelukv;educm;heightm;BMIm;healthm;consm;extram;agreem;emom;autom;riskym;Agem;educv;heightv;BMIv;healthv;consv;extrav;agreev;emov;autov;riskyv;Agev
2;2;2;183;23,291229;3;0,059523;-0,502584;-0,424092;-0,52256;0,000911;0,102005;43;2;168;23,030045;4;0,346999;0,614413;0,251647;0,588675;-0,132105;0,066354;39
2;1,5;2;178;24,302486;4;-0,208525;0,065587;-0,303129;0,184538;0,050482;-0,059508;37;1;172;20,957273;4;-1,01874;0,879644;0,106878;-0,403729;-0,380057;-0,089217;37
2;2;2;174;24,772097;4;-0,207796;-0,086866;0,06162;-0,139469;0,363799;0,226293;41;2;170;21,453287;3;0,080408;1,163238;-0,248075;-0,458778;-1,489087;0,29852;40
2;2;2;165;25,344353;3;-0,74462;0,46196;-0,798637;0,328867;0,288714;-1,689223;35;2;168;19,486961;3;-0,486286;-0,085883;-0,283537;-0,165906;-0,429629;0,222064;35
1,5;2;1;178;23,355637;2;-1,153492;0,187056;-0,564646;-0,313999;0,375852;-0,084754;39;1;168;24,09297;4;-0,60914;0,055423;-0,55485;-0,734721;-0,225269;-1,855877;36
2;1;2;175;24,163265;3;0,481023;-0,663235;-0,570721;-0,914292;-0,324459;0,523586;34;2;175;21,87755;3;-0,34182;0,187547;-0,529184;0,147023;-0,50102;0,213306;32
2;2;2;167;24,740938;3;-0,588983;1,163238;-1,448709;0,09161;-0,925533;0,291542;39;2;175;27,755102;3;0,881637;-1,90514;-0,216333;-0,936302;-0,925533;-0,008237;29
2;2;2;180;26,851852;3;-0,731264;1,021441;-0,556711;0,624427;-0,667861;0,228024;41;1;162;26,672764;3;-0,055073;0,726209;-0,683748;-0,847564;-0,064454;-2,094502;39
2,5;2;2;191;23,573915;3;-0,066244;-0,646347;-0,798637;0,079711;-0,247041;0,155296;37;1;172;37,182262;1;-0,999312;-0,777488;0,303546;-0,075307;0,915301;0,251958;33
2;2;2;185;24,543463;3;-1,306215;-0,503567;0,505229;0,578645;0,177472;-0,09656;36;2;170;21,799309;3;-0,198082;0,34;0,122749;-0,316047;-0,253068;-0,936685;33
2;2;2;185;29,218407;3;-0,609868;-1,185991;0,059759;-0,143825;0,710941;-0,323032;27;1;174;23,781214;3;0,327571;0,614413;-1,013035;-0,719025;-1,731013;0,255344;28
1;1,5;2;183;23,888441;3;-0,195897;-1,043702;-0,93547;0,54825;-0,058428;0,136294;35;2;180;18,209877;1;0,090122;0,16246;-0,00987;0,302806;-0,159904;-0,033441;31
2;2;2;178;22,724403;3;0,346999;0,065587;0,497294;0,596156;0,177472;0,345818;44;2;164;20,449137;4;0,080408;-0,085391;0,085426;0,254205;-0,017169;-0,087211;40
1,5;1;3;175;27,102041;3;1,014933;1,721737;-0,380694;-0,277849;-0,665574;-3,066124;36;2;162;32,388355;3;-1,29723;0,481797;-0,211554;-0,428824;1,224878;-0,677713;35
1,5;2;2;174;29,726517;3;-0,88763;0,311964;-0,039751;-0,218027;0,254889;-0,704014;37;2;170;28,719723;3;-0,209253;0,736373;-0,164435;-0,230448;-0,203496;0,441959;35
2;2;3;190;22,437674;3;0,346999;-0,237353;0,009722;-0,191572;-0,937585;0,175632;42;2;168;27,990362;2;-0,208525;-0,503567;-0,564646;-0,333388;-0,132105;0,198225;40
1;2;2;186;22,256908;4;-1,439511;0,20591;0,339008;0,471775;0,828164;-1,798557;37;2;156;35,338593;2;-0,177926;0,584411;-0,132694;-0,166734;0,360059;-0,164486;35
2;2;2;185;24,251278;4;0,019211;0,61343;-1,38094;-0,568351;-0,243301;0,406816;39;2;175;40,816326;3;-0,457145;0,631793;-0,251796;0,584605;-0,485227;0,415956;31
1,5;1;2;176;27,440599;3;0,058066;-0,503567;-0,136908;0,206127;0,443503;0,221146;38;2;175;23,836735;3;-0,055073;0,451796;-0,70334;-0,465275;-0,358284;0,303254;35
2;1,5;2;184;22,448015;3;-0,608411;0,046241;-0,051407;-0,388591;-0,082533;0,425278;34;2;167;28,32658;3;-0,465402;-0,09703;-0,40636;-0,513399;-0,655808;-0,167036;29
2;2;1;176;24,212294;3;-0,906329;-0,076701;0,529035;0,732779;0,713227;0,155979;49;1;167;20,79673;4;-0,475844;-0,370951;-0,174231;-0,14907;0,242836;-0,117928;39
1;1;1;180;26,234568;4;-1,607047;1,163238;-0,790701;-0,434035;-0,17565;-1,446404;39;2;168;30,116213;4;-0,765505;0,309507;-0,216333;-0,284097;-0,052401;-0,689113;38
1;2;2;187;19,731762;3;-0,475116;0,311473;0,216185;-0,165881;-0,001376;0,733513;28;2;185;25,420015;3;0,86221;0,879644;-0,006149;-0,161953;-0,993184;0,0127;28
2;2;2;176;27,117769;3;-0,054345;0,462451;-0,041612;-0,011346;-0,386083;0,408818;35;2;169;20,657539;3;-0,330649;-0,361278;0,390341;-0,357092;-0,132105;0,116841;34
2;2;2;172;27,041645;3;-1,009754;0,330327;0,112953;0,21284;-0,005116;0,050273;42;2;160;33,203125;3;-0,62031;0,339509;-0,30499;-0,180608;0,397624;-0,570727;37
2;2;2;185;21,621622;3;-0,042445;-0,229154;-0,059343;-0,930216;0,508821;0,643608;41;2;172;21,295294;4;0,757327;0,870462;-0,267666;0,07275;-0,528819;-0,08068;38
1;2;2;167;18,645344;3;-0,43626;-0,503567;0,981145;0,029166;1,534454;0,748469;33;2;162;26,672764;2;-0,073044;0,718993;-1,028906;-1,213396;-1,786611;-0,194764;34
3;1,5;2;183;22,096807;4;-1,563821;0,08395;-0,818721;-0,198102;-0,869934;0,265498;34;2;177;19,78997;3;1,437161;-0,217024;-0,529184;-0,544038;-1,247162;-2,089343;35
2;2;2;176;25,826447;3;-0,168212;-0,237353;0,013443;0,72119;-0,925533;0,272872;31;1;173;19,379198;3;0,078951;-1,356315;0,267518;0,23983;-0,441682;0,329534;30
2;2;1;182;24,453568;4;-0,18764;0,61343;-1,310015;-0,051811;-0,615956;0,257478;43;1;163;26,346495;4;-1,277802;0,349181;0,216185;0,585195;0,363799;-0,99276;39
2;2;2;184;21,857279;4;0,346999;0,595067;-0,838313;-0,080174;-0,683607;0,518757;34;2;158;26,037495;3;-0,627839;1,021441;-0,414296;-0,33359;-0,810596;0,442099;33
2;2;2;186;22,835011;3;-0,475116;-1,336969;0,029313;0,709639;-0,306379;-0,773158;33;2;176;16,141529;2;0,635931;0,61343;-0,541333;-0,707757;-1,235109;0,238263;30
1;1;2;197;19,325415;3;-1,125079;-0,096047;-0,162574;0,151449;-1,380177;0,086927;27;2;164;29,372396;3;-0,444517;0,036569;-0,447898;-0,929837;-0,507046;0,191709;26
1;1;1;185;24,835646;2;-0,766962;0,292127;-1,068089;-1,118344;-0,207236;-4,286798;41;1;165;20,56933;3;-0,148056;0,718993;-0,351306;-1,026379;-0,393517;0,173864;35
1,5;1;1;177;31,919308;4;-0,477301;0,197711;0,346943;0,194814;0,772566;0,112811;31;1;175;29,387754;3;-0,742435;0,878661;-0,303129;0,06051;0,248863;-1,89482;27
2;2;2;190;26,592798;4;0,469852;0,19722;-0,111241;0,421533;-0,185417;0,458619;31;1;170;22,145329;3;0,224145;-0,503567;-0,303129;-0,469194;-0,132105;-1,796259;30
2;3;2;185;24,835646;3;-0,485558;0,747028;-0,798637;-0,119915;-0,528819;0,205045;41;1;175;17,632652;3;-0,743163;0,025913;-0,529184;-0,198341;-0,064454;-0,741492;39
2;1,5;2;180;26,234568;3;-0,207068;1,163238;0,216185;-0,312414;-0,144158;0,269544;38;2;168;21,967121;3;0,901794;-0,494877;-1,181117;-0,780664;-1,030749;-1,077627;38
2;1,5;2;176;22,275311;4;-0,62031;0,046733;-0,144843;0,001377;-0,092253;0,499642;42;2;165;19,467402;4;0,058066;1,030623;-0,62448;0,038596;-0,17939;0,377153;39
2;2;3;189;25,755157;3;-0,455688;-0,503567;0,75509;1,376282;0,673375;0,396109;36;2;164;20,449137;2;0,078951;-1,034029;0,513164;1,115846;-0,132105;0,007052;36
2;1;2;187;28,024822;3;-0,761134;0,045259;0,739219;-0,187615;0,927354;0,361819;31;1;167;21,513859;3;0,346999;-0,21899;0,44224;-0,051857;0,351746;0,475025;26
2;2;2;175;23,510204;3;0,346999;0,481797;0,52296;1,044901;0,310487;0,280934;33;2;179;26,840611;3;0,078951;-0,502584;-0,303129;-0,330145;0,43145;-0,895263;31
2;2;1;187;23,163374;4;-0,743163;0,330818;0,981145;0,849871;1,423258;0,18814;37;1;172;23,999458;3;-0,184726;1,731409;0,290831;1,002816;-0,107999;-0,280756;36
1,5;2;3;196;19,783424;4;0,375412;-1,213044;-1,022831;0,823579;-1,582251;0,338078;43;3;170;23,183392;4;0,76777;-0,939122;-1,040562;-0,446125;-1,743066;-0,200279;36
1,5;2;2;170;25,605536;3;0,102749;1,163238;0,290831;1,112603;-0,107999;-0,203924;34;2;170;22,49135;3;0,902522;0,444088;-0,769249;0,129762;-1,356072;-0,444316;35
2;2;2;189;29,394474;3;0,098379;0,329836;-0,251796;0,713117;0,133926;0,066573;36;1;163;34,62682;2;-0,216782;-0,484221;0,042028;-0,647003;0,423137;-0,149352;33
2;3;2;180;27,469135;4;-0,741707;0,065587;-0,283537;-0,073779;-0,120052;0,107738;44;2;167;21,513859;2;0,080408;0,065587;-0,041612;-0,337035;-0,568671;0,196281;36
2;2;2;187;29,740627;2;0,080408;-0,502584;0,513164;0,339838;-0,441682;0,310848;38;2;170;26,98962;3;0,203261;-0,10572;-0,685609;-0,835986;-0,816623;0,198648;35
2;1;2;185;27,173119;2;-0,18764;-0,237353;-0,303129;-0,216072;-0,441682;-0,376968;35;1;165;28,650137;3;0,080408;-0,485204;-0,025741;-0,173364;-0,132105;0,273277;32
3;3;2;170;28,373703;1;-0,313407;-1,772033;0,911515;0,816391;0,453223;0,262906;39;2;172;21,633316;3;0,461595;0,33131;-0,338591;-1,639584;0,23681;-3,983151;35
2;2;2;189;22,39579;4;-0,198082;-2,170863;0,717767;0,451416;0,571899;0,272453;41;1;168;17,71542;3;-0,738793;0,026896;-0,322721;-0,692462;0,363799;0,025374;38
2;2;2;180;24,691359;3;0,634474;-0,238336;0,204035;0,279371;0,121873;0,323681;38;1;157;24,341759;3;0,881637;0,59605;0,454389;-0,690587;1,157227;0,324199;36
1;2;2;174;24,111507;4;0,633017;0,045259;-1,028906;0,44669;-1,11186;0,463071;37;2;164;29,7442;4;-0,743163;0,063622;-0,061203;-0,578981;1,181332;0,381867;35
2;1;2;183;32,249393;3;-1,298687;-0,256698;1,016607;0,720834;0,982952;-0,107721;28;1;168;35,43084;3;0,634474;-0,237353;0,477702;0,065338;0,109821;1,040007;29
2,5;2,5;2;187;24,307243;3;0,078951;-0,352097;-0,257871;0,002906;-0,594183;0,246349;42;2;172;25,351542;2;0,615046;1,021932;1,276264;0,925584;0,54036;0,255912;38
2;1;2;183;23,888441;3;0,634474;-0,768798;0,497294;-0,846476;-1,259215;0,382716;49;2;178;23,671253;4;-0,18764;-0,199644;0,477702;0,307096;0,109821;0,119928;39
2;1;2;168;23,738663;3;0,748342;0,330818;0,306701;1,116129;0,356366;0,286471;34;2;158;20,829996;4;0,634474;0,614413;0,75509;0,727725;0,673375;0,281575;36
2;2;2;180;23,456791;4;-0,186183;-0,256698;1,258533;0,610643;0,04217;0,183246;39;2;168;20,549887;3;1,169113;0,594084;-1,310015;0,461156;-1,235109;0,173864;37
3;2;2;175;26,12245;2;-0,472202;0,063622;-1,567811;-1,106623;-0,91348;0,707683;33;2;156;32,873108;3;1,435704;0,295075;0,568219;-0,815273;-1,743066;-0,32584;30
2;2;1;170;26,98962;3;1,169113;0,047224;-0,493721;0,178228;-1,743066;-0,030771;38;1;170;31,141869;3;0,327571;0,597032;-0,025741;-0,87635;-0,187703;0,211538;37
2;2;2;192;26,584202;2;0,346999;-0,237844;0,877913;0,669268;-0,171957;0,039725;33;2;174;24,772097;1;0,881637;0,330818;0,75509;-0,812331;0,109821;0,400232;32
1;1,5;2;186;23,413111;3;0,297701;-0,23637;0,198453;-0,772363;1,004725;-1,127048;31;2;174;21,469151;4;-0,886173;0,300817;-0,55485;0,229698;-0,082487;0,205102;34
1;1;2;200;26;3;0,902522;0,59605;0,774682;0,093372;-0,386083;-0,535287;41;2;175;22,530613;4;0,326114;-0,483238;0,219906;0,29621;0,43145;-0,918041;40
1;1;2;183;19,110752;4;-0,06333;-0,522421;0,588869;0,065329;0,760513;0,536536;28;2;170;29,411764;3;-0,044631;-0,057356;0,5211;1,2789;0,713227;0,167169;31
1;1;2;188;29,425079;3;-0,227952;-0,342915;-0,271388;-0,635436;-0,076507;-0,043784;35;2;180;29,320988;4;0,881637;-0,21899;-0,061203;0,431847;0,871756;0,147397;26
2;3;2;186;20,811655;3;0,233859;-0,78667;-0,240139;0,740189;-0,671554;0,450119;35;2;180;24,691359;1;-0,208525;0,065587;0,251647;0,199962;-0,132105;-4,286798;31
2;2;2;178;24,302486;4;0,615046;0,329836;0,216185;0,331838;0,363799;0,243201;39;2;166;24,314123;4;0,346999;0,329836;0,75509;0,628495;0,109821;0,329457;38
2;3;3;191;22,477453;3;-0,052888;-0,920759;0,477702;0,385974;0,363799;0,119289;28;2;174;22,12974;2;0,594162;0,065587;-0,493721;-0,690118;-0,925533;0,133245;27
2;2;2;187;24,307243;3;-0,722279;0,595067;-0,303129;0,161277;-0,132105;0,190667;35;1;167;21,155294;3;-0,475116;-0,238336;0,216185;0,065104;0,419397;-0,978483;31
1;1;1;173;26,729927;2;1,569728;0,178857;-0,33487;-1,435711;-0,79485;0,261887;49;1;168;21,967121;4;1,169113;-0,503567;-0,929395;-0,077744;-0,120052;-2,003306;40
2;2;2;187;37,175785;3;-1,279259;-1,866449;-0,771109;0,95947;0,455556;0,013341;40;2;168;29,053288;2;0,881637;0,330818;-0,080795;-0,312058;1,423258;0,176515;36
2,5;2;1;185;23,082542;3;-0,465402;-0,768307;-0,424092;-0,47091;0,155699;0,004834;36;1;168;26,927437;4;-0,618125;0,065587;0,588869;0,120222;0,915301;0,211238;27
1;1;2;193;24,967113;4;1,447603;-0,333243;0,882127;0,967036;1,605845;0,041655;26;2;175;27,755102;3;0,040095;0,614413;-0,064925;0,16109;0,296148;-2,430825;26
2,5;2;1;193;20,134769;3;0,366426;-1,052392;-0,382555;0,877782;0,443503;-0,296839;36;2;170;25,951557;4;-0,454231;-0,371443;0,337147;0,584759;1,203105;0,023745;31
2;2;2;196;22,126198;4;0,098379;-0,21899;0,235776;0,706347;-0,386083;-0,316799;39;1;169;22,758307;4;0,099835;0,879644;0,013443;0,226356;-0,869934;0,261964;35
1;2;1;187;26,309017;4;-0,454231;0,859316;1,238941;0,310622;1,97476;0,221224;39;1;176;19,369835;3;1,169113;-0,520947;-1,829328;-0,946244;-1,786611;0,269622;38
2;1;2;180;30,246914;2;1,169113;0,330818;0,029313;0,229413;-0,925533;0,609282;41;1;172;25,689562;3;0,059523;0,614413;0,981145;0,189545;0,915301;0,044717;39
1;1;1;186;24,569315;4;-1,142321;0,737355;1,117978;1,176741;1,754607;-0,07598;29;2;176;28,08626;3;-0,453503;0,329836;0,261443;0,920164;-0,380057;0,076845;28
1;2;3;182;19,623234;4;0,901065;0,08395;0,461831;0,835215;1,23693;0,205707;33;2;161;25,847769;2;1,17057;1,712064;0,212463;-0,419144;0,097768;0,099639;31
2;6;2;175;22,857143;3;0,224145;-0,07621;0,392202;1,112603;-0,634035;0,025191;44;2;164;22,308149;3;1,169113;-0,219973;-0,046473;-1,056086;-0,615956;-0,677124;39
1;1;3;179;24,03171;1;1,169113;-1,070755;0,513164;0,716999;-0,132105;-0,063816;57;2;175;20,244898;3;0,06098;-0,768798;1,016607;-0,72646;0,109821;-0,159857;31
1;1,5;2;186;27,748873;3;0,078951;-1,052392;-1,048497;-0,062583;-0,560358;0,398152;38;2;172;19,267172;3;0,62476;0,188039;-0,675813;-0,044614;-0,810596;-0,653225;38
2;2;2;196;24,729279;4;-0,43626;-0,749452;1,016607;1,376282;0,419397;0,338882;35;1;168;23,384354;3;-0,205611;1,42847;0,945682;-0,036968;1,157227;0,150285;35
2;3;2;175;21,87755;3;-0,904872;-0,343407;0,13862;-0,226737;-0,336465;0,318185;39;2;159;20,568806;1;1,437161;1,163238;0,212463;-0,398407;0,462943;0,178079;35
3;4,5;3;172;26,027582;3;0,117806;0,584411;-0,483925;1,640069;-0,665528;-0,022547;39;1;172;23,661438;3;0,728186;-0,502584;-0,816368;-1,083506;-1,153998;-0,812136;39
2;2;2;189;22,955685;3;0,358169;0,026896;1,006811;1,242501;0,187191;0,042171;33;2;189;23,235632;3;-0,475116;0,064604;0,45811;-0,308767;0,351746;-0,79767;31
1;2;3;197;21,386791;4;-0,855574;-1,337952;0,009722;0,706395;0,189524;0,249277;30;3;179;21,534908;4;0,081865;0,898007;0,997016;0,730968;0,915301;0,164341;30
3;2;1;176;22,920971;3;-0,341092;0,065587;0,850386;-0,284331;0,351746;0,307902;42;1;165;21,671259;3;1,169113;0,861281;1,516329;0,522188;1,720781;-3,363258;39
2;2;2;178;26,511805;3;0,634474;1,155039;-1,062507;0,309584;-0,201163;0,176956;40;2;178;24,93372;3;0,594162;1,447815;0,461831;-0,814252;0,474995;0,173864;34
2;2;2;172;30,42185;4;0,902522;-0,218007;-0,396565;-0,361861;-0,832369;0,246411;44;2;159;24,524345;2;1,169113;0,59605;-0,548776;-1,089248;-1,568791;-0,032293;40
1;1;2;183;26,874496;3;1,723179;1,427487;-0,326442;0,354164;0,970899;-0,129783;36;2;172;30,42185;3;1,004491;-0,624544;-0,429674;0,766195;0,871756;-0,237656;32
2;2;2;185;24,251278;4;-1,019468;-0,787652;0,087287;0,054438;0,016657;-0,236666;33;2;176;23,566631;3;-1,011211;0,026896;0,513164;0,122466;0,177472;0,280934;31
2;3;2;182;20,528921;4;1,169113;0,205419;-0,576796;-0,520834;-1,191564;-0,037512;29;2;159;24,128792;3;0,61359;0,330818;0,271239;0,221696;-0,937585;0,326169;27
3;1;3;188;26,312811;2;0,490736;-0,369477;0,408072;-0,216162;-0,507046;0,066072;30;2;162;19,051973;3;-0,577813;0,747028;1,250598;1,072091;1,451057;-2,94363;28
2;2;2;180;27,777779;3;-1,009754;-0,732072;0,493573;1,134336;0,728974;0,142381;25;2;168;19,84127;3;0,367883;-1,071738;-1,032627;0,083828;-0,869934;0,052755;25
1;1;1;176;25,826447;2;1,04626;0,463925;0,253508;0,601769;0,818444;0,363879;41;2;164;30,487804;4;0,346999;0,879644;-0,509592;0,200506;-1,743066;0,579049;40
2;2;2;193;30,336386;3;-0,857031;-0,51324;-1,577607;0,367184;-1,356072;-0,590656;35;1;172;35,154137;3;1,991227;0,084933;1,516329;-0,26196;2,284336;-0,117752;32
2;2;2;194;26,570305;3;0,61359;-1,620564;0,009722;-0,027141;0,443503;0,233101;36;2;176;27,117769;3;0,078951;0,350164;0,703757;0,065694;0,407344;0,016027;34
1;2;2;187;30,026594;3;-1,008298;-1,582364;1,238941;0,435609;1,819972;-0,406233;31;2;168;24,801588;4;-0,18764;0,046241;-0,303129;0,963492;-0,132105;0,280934;26
1;1;2;176;27,117769;4;-0,761134;0,312455;-1,84892;-0,244791;-1,179511;0,703236;36;2;173;19,379198;2;-1,029182;0,035586;-1,353413;-0,047986;0,078328;-0,28866;30
2;2;2;190;21,052631;3;0,191362;-1,364022;-0,644072;0,742676;0,260915;0,333305;36;2;170;31,83391;3;0,090122;-0,199644;0,243712;-0,108587;0,33226;0,481482;31
1;1;2;175;23,510204;4;-0,98887;-0,805524;0,552348;1,508441;0,257175;0,525635;23;2;180;25,925926;2;0,615046;0,935715;-0,267666;0,460942;0,189524;-0,689113;28
1;2;2;169;25,909456;4;0,080408;0,615395;2,039364;0,688188;1,665183;0,668943;43;2;165;26,078972;3;0,387311;-0,256698;0,568219;1,024193;-1,235109;0,454725;40
2;2;2;195;18,408941;3;-0,034188;1,031114;-0,499796;0,636822;-0,990897;0,158966;26;2;175;19,591837;3;0,86221;-0,786178;0,715906;-0,67958;1,212825;0,051717;22
2;2;2;186;26,303619;2;-0,876459;-1,194189;0,513164;0,334156;-0,358284;0,298222;43;3;174;23,120625;3;-0,189097;-0,237353;-0,545054;0,076467;-0,881987;0,122359;39
2;3;2;198;25,507601;3;0,078951;-0,502584;-1,068089;0,297083;0,189524;0,367391;41;2;172;32,449974;2;-0,207068;1,163238;-0,806572;-0,974397;0,697481;0,022724;39
4;2;2;168;20,549887;3;-0,18764;-0,238336;0,513164;0,592323;0,43145;0,014503;32;2;165;23,507805;3;-0,475116;0,046241;-0,303129;-0,447461;-0,187703;0,208989;32
2;2;2;182;26,264944;3;-0,476572;-1,070755;0,493573;0,23713;1,23693;-1,042041;41;1;182;26,264944;3;0,881637;0,18853;-0,509592;-0,213184;-0,925533;0,173864;37
2;2;3;174;21,799444;3;-0,178655;-0,53062;0,007861;1,18195;-0,788824;-2,13331;30;3;160;21,09375;3;0,89208;0,044276;0,21011;-0,320688;-0,503306;0,092375;36
1,5;2,5;3;183;25,97868;3;-1,256918;0,026896;0,473981;0,599448;0,550126;0,077925;30;2;172;21,633316;3;0,192819;-1,05141;-0,328795;-1,034946;0,242836;0,149703;29
2;2;2;192;24,956596;4;-0,434803;-0,787161;0,251647;0,841798;0,43145;0,151366;34;2;157;32,04998;3;0,040095;0,879644;0,196593;-1,363701;0,04217;-0,421794;32
2;2;2;184;21,266541;2;-0,168212;-0,347353;0,735498;0,720834;0,915301;-4,286798;27;3;165;22,773186;4;0,366426;0,862264;0,033035;0,369241;-1,365838;0,211963;25
2;2;2;192;28,483072;4;0,087208;1,002587;0,774682;0,228681;-0,159904;0,510127;39;2;166;25,402817;3;0,058795;-0,095556;-0,78698;-0,632892;-0,615956;-1,883599;34
3;2;2;190;24,099724;3;-0,061873;-0,342424;1,258533;0,494258;0,760513;-0,287633;30;2;166;18,870663;3;0,078951;-0,219973;0,009722;0,079402;-0,429629;-0,259658;32
2;2;1;190;30,470915;3;-0,87573;-1,204354;-0,25601;-0,060843;-1,024723;0,164923;26;1;174;20,808561;3;0,625489;0,187547;-0,511453;0,44076;-0,832369;0,238887;24
2;2;2;190;24,376732;4;-0,310493;0,472616;0,774682;0,96999;0,066275;-0,074162;29;2;174;22,12974;3;-0,741707;0,065587;0,735498;0,581784;0,915301;0,21489;25
1;1;1;197;24,994202;4;-0,711837;0,176892;1,163237;1,438232;-0,144158;0,068679;23;1;170;22,49135;4;0,346999;0,045259;1,535921;0,115388;0,804105;-0,057214;26
3;1;2;183;24,784258;2;0,079679;-0,958468;-0,493721;0,11534;-1,20731;-0,029468;24;2;162;22,10029;2;-0,350806;-0,389805;-0,340452;-0,115466;0,329973;-1,485516;25
2;1;2;177;24,577868;3;-0,98887;-0,787161;0,271239;0,944694;-0,683607;0,133362;22;2;176;22,275311;2;0,902522;0,89899;1,500459;1,123798;0,395292;0,387201;23
1,5;1;2;192;21,701389;3;0,625489;0,463434;-0,541333;-0,532883;-1,489087;0,24689;27;3;183;18,513542;3;0,633746;0,065587;0,356739;0,129077;-0,757284;0,217172;25
3;2;2;175;24,163265;3;0,346999;-0,767815;0,477702;0,592913;-0,707713;-0,100887;41;2;165;31,221304;3;1,589884;-1,051901;0,59259;-0,045598;0,419397;-0,039309;38
3;3;2;195;26,824457;4;0,346999;0,311473;0,477702;-0,220309;-0,453734;0,625361;33;2;171;25,306932;3;0,098379;-0,218007;0,200314;-0,220358;0,419397;0,451445;29
2;2;2;193;22,282478;2;0,491465;1,022424;1,268329;0,936628;0,611751;0,60144;36;2;175;24,489796;3;-0,052888;0,880135;0,608461;0,794372;0,054222;0,604829;33
1;3;2;172;25,351542;3;0,367883;-0,522913;0,735498;0,588675;0,661323;-0,233415;32;2;167;24,740938;3;1,035089;0,188039;-0,006149;-0,24837;-1,191564;0,282938;36
1;2;2;189;22,39579;3;-0,722279;-0,484221;-0,529184;0,182016;-0,628009;0,334505;36;2;183;24,784258;3;-0,071587;0,48278;0,98908;-1,202653;0,760513;0,071364;31
2;2;2;174;23,781214;3;0,213703;-0,076701;-0,402639;1,024386;-0,996924;-0,18372;22;2;169;23,108435;3;0,070694;-0,597982;0,98722;0,546909;2,008585;-0,074023;28
2;2;2;191;24,122147;3;0,080408;-0,237353;0,255368;0,171882;-0,683607;0,077057;26;2;175;22,204082;3;-0,493087;0,633758;-0,057482;0,571252;0,62983;-0,57487;25
2;1;2;196;23,948355;3;-0,969442;-0,256698;0,251647;1,108533;-0,640062;0,0455;35;3;168;20,195578;4;1,435704;-0,823887;-1,587403;-0,176346;-1,743066;0,123256;35
1;1;2;183;28,367523;3;-1,009754;0,633758;1,500459;1,112603;1,101628;0,193313;27;2;175;19,591837;3;0,06098;0,89899;-0,584238;-1,080941;-0,199756;0,642484;24
2;2;2;187;21,733536;3;-0,493087;0,59605;0,715906;0,193306;0,64927;0,170616;31;2;158;28,040379;3;0,345542;-0,199644;-0,025741;-0,05948;0,121873;-0,065741;32
2;2;3;170;24,913494;3;0,232403;-2,587073;-0,62448;0,813324;-0,17939;0,33443;27;3;170;24,221453;4;0,366426;-0,218007;1,05207;1,383456;0,685428;0,737847;27
2;1;2;174;18,166204;3;-0,165299;-1,070755;0,029313;1,262848;-1,433489;-4,286798;26;2;168;30,116213;3;0,346999;0,329836;-0,30685;-0,191028;0,927354;-0,293634;33
1;1,5;2;180;25,308641;3;0,367883;1,429452;1,016607;0,9772;0,927354;-1,00664;40;2;165;25,711662;3;0,071422;1,864025;-0,921953;0,142653;-1,223056;-0,322145;39
2;1,5;2;192;25,227865;3;-0,475116;-0,21899;0,739219;0,567701;0,673375;0,280934;34;2;163;24,088223;4;-0,207068;0,34869;-0,443684;-0,599816;0,215037;0,238107;30
1;2;1;187;30,59853;4;0,921221;0,463434;1,389292;0,831025;0,478735;-0,169799;45;1;170;25,605536;3;0,460866;0,065587;-0,295194;-0,262208;-0,441682;0,041728;39
2;2;1;187;31,456432;4;0,367883;0,879644;-0,493721;0,845276;-0,306379;0,221323;35;2;177;31,600115;3;0,346999;-0,501601;-0,041612;-0,600715;-0,132105;-0,368501;34
2;1;3;186;21,678806;4;-0,18764;0,329836;1,016607;0,973318;0,419397;0,107738;29;3;170;24,221453;3;-2,941458;0,289179;-2,645622;-0,425514;-1,024676;-0,773158;26
3;3;2;183;27,173101;3;-0,98887;-1,356315;0,013443;0,289432;-0,107999;-0,00394;37;2;165;26,446281;3;-0,248837;-1,318606;0,212463;0,077749;1,113681;0,375009;35
2;2;1;180;22,839506;3;-0,866745;-0,673891;0,860182;0,655228;0,949127;0,026372;28;1;173;20,715694;4;0,481751;0,198203;-0,917739;-0,203903;-0,925533;-0,46036;29
2;1;1;185;28,634039;3;0,212975;-0,085391;0,98908;0,513848;0,689122;0,537577;44;1;168;24,447279;3;0,346999;-0,767815;0,477702;-0,366438;0,165419;0,895379;36
2;2;2;180;19,444445;3;1,169113;-0,750435;-0,299408;-0,929097;0,189524;-0,121606;21;2;176;17,110022;3;0,903979;0,61343;0,013443;0,335674;-1,743066;1,06474;20
1,5;1;1;184;30,718336;3;-0,073044;-0,501601;0,382406;0,14019;-0,132105;-0,092488;51;1;170;25,259516;3;0,769226;1,438634;-0,25601;-0,651452;-1,743066;0,185895;40
2;2;2;178;27,458654;3;0,327571;0,59605;0,735498;0,097489;0,605725;0,340023;35;2;161;25,076193;3;0,595619;0,861281;1,242662;-0,183499;0,859703;-0,291592;33
2;2;2;192;24,956596;3;-0,487015;-0,067029;-0,30499;0,055147;0,735;0,153671;32;1;177;23,939482;3;0,901065;-0,237353;-0,513313;0,108449;-0,937585;0,182264;33
1,5;2;2;185;21,913805;3;-0,042445;0,888825;0,039109;1,3031;-1,582251;0,280934;31;2;168;26,57313;3;1,036546;1,305527;-0,396565;-0,319469;-1,467315;0,302088;33
